Año,Número_mes,Mes,Clave_Mun,Municipio,Localidad,Colonia,Delito,Cantidad
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,N.D.,ROBO CASA HABITACION,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GEO VILLAS LOS OLIVOS SECC. III,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE LA VICTORIA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMA BONITA,LESIONES DOLOSAS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE LA VICTORIA,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS JUNTAS,VIOLENCIA FAMILIAR,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN MARTIN DE LAS FLORES DE ARRIBA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS JUNTITAS,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS LIEBRES,LESIONES DOLOSAS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SOLIDARIDAD,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,MIRAFLORES,ROBO CASA HABITACION,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CAMPESINO,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALBORADA,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS PORTALES,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LINDAVISTA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALTOS OTE.,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CERRO EL GACHUPIN,ROBO A PERSONA,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,HIDALGO,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL TAPATIO,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS PUESTOS,ROBO A NEGOCIO,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS LIEBRES,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FCO. I. MADERO,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FRACC. REVOLUCION,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CANAL 58,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GUAYABITOS,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,VILLAS LOS CANTAROS,VIOLENCIA FAMILIAR,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,TOLUQUILLA,ROBO A PERSONA,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL ORGANO,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN CLEMENTE,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ESPAÑA,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA MICAELITA,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ITESO,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SOLIDARIDAD,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL CERRITO,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS JUNTAS,HOMICIDIO DOLOSO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RANCHO BLANCO,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,MIRAVALLE,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL CERRITO,ROBO CASA HABITACION,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,COLONIAL TLAQUEPAQUE,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,TOLUQUILLA,ROBO A CARGA PESADA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE SANTA MARIA,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,REAL PATRIA,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA MEZQUITERA,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GUADALUPANA,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS JUNTAS,ROBO DE MOTOCICLETA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS HUERTAS,VIOLENCIA FAMILIAR,5
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CERRO DEL CUATRO,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,NUEVA CENTRAL CAMIONERA,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,COLONIAL TLAQUEPAQUE,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN MARTIN DE LAS FLORES DE ABAJO,ROBO CASA HABITACION,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,TERRALTA,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS HUERTAS,LESIONES DOLOSAS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RINCON DEL BOSQUE,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMA VERDE,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FRACC. REVOLUCION,ROBO A INT DE VEHICULOS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FELIPE ANGELES,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FRACC. EL TAPATIO,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JARDS. DE SANTA MARIA,ROBO A PERSONA,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO OTE.,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL SAUZ,ROBO A PERSONA,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,NUEVA SANTA MARIA,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JARDS. DE SAN MARTIN,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GUAYABITOS,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SALVADOR PORTILLO LOPEZ,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,N.D.,LESIONES DOLOSAS,9
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO INDUSTRIAL,ROBO A NEGOCIO,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL MIRADOR,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL VERGEL,ROBO A PERSONA,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALBORADA,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RANCHO BLANCO,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RES. VILLAS FONTANA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA SOLEDAD,VIOLENCIA FAMILIAR,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS FLORES,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FRACC. ARBOLEDAS DE SAN MARTIN,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS MESEROS,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FOVISSSTE MIRAVALLE,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JARDS. DE LA PAZ,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,OJO DE AGUA,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL CUATRO,LESIONES DOLOSAS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RES. VILLAS FONTANA,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE SANTA CRUZ DEL VALLE,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALBORADA,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GEO VILLAS LOS OLIVOS SECC. III,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA CAPACHA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,N.D.,VIOLENCIA FAMILIAR,5
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL MIRADOR,HOMICIDIO DOLOSO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GEO VILLAS LOS OLIVOS SECC. II,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GEO VILLAS LOS OLIVOS SECC. II,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CRUCERO CENTRAL,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FCO. I. MADERO,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA SOLEDAD,HOMICIDIO DOLOSO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL MORITO,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS HUERTAS,ROBO A PERSONA,6
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,NUEVA SANTA MARIA,ROBO A PERSONA,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SANTA MARIA TEQUEPEXPAN,ROBO A NEGOCIO,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CANAL 58,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CANAL 58,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL CUATRO,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SOLIDARIDAD,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS LIEBRES,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL TAPATIO,ROBO A PERSONA,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALVARO OBREGON,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA DURAZNERA,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,NUEVA SANTA MARIA,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ARROYO SECO,ROBO A INT DE VEHICULOS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL TAPATIO,ROBO A NEGOCIO,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE TLAQUEPAQUE,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO LOMAS,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CERRO DEL TESORO,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,BALCONES DE SANTA MARIA,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL VERGEL,LESIONES DOLOSAS,5
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN MARTIN DE LAS FLORES DE ABAJO,ROBO A NEGOCIO,5
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS JUNTAS,LESIONES DOLOSAS,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JUAN DE LA BARRERA,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DE TLAQUEPAQUE,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO LOMAS,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA LLAVE,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,BALCONES DE SANTA MARIA,ROBO A VEHICULOS PARTICULARES,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOPEZ COTILLA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,COLONIAL TLAQUEPAQUE,ROBO A NEGOCIO,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN MARTIN DE LAS FLORES DE ARRIBA,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALFREDO BARBA,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS JUNTAS,ROBO A NEGOCIO,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CANAL 58,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,N.D.,ROBO A VEHICULOS PARTICULARES,11
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EMILIANO ZAPATA,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SANTA MARIA TEQUEPEXPAN,ROBO A INT DE VEHICULOS,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL ALAMO,ROBO A PERSONA,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS POMAS,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL TAPATIO,LESIONES DOLOSAS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE SANTA CRUZ DEL VALLE,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,VALLE DE LA MISERICORDIA,ROBO CASA HABITACION,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JARDS. DE LA PAZ,ROBO A NEGOCIO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RIVERAS DE SAN SEBASTIANITO,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GUADALUPANA,ROBO CASA HABITACION,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALTOS NTE.,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RES. VILLAS FONTANA,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA DURAZNERA,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL CUATRO,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DE TLAQUEPAQUE,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JUAN DE LA BARRERA,ROBO A INT DE VEHICULOS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DE TLAQUEPAQUE,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FRACC. REVOLUCION,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RANCHO BLANCO,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS MESEROS,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS PUESTOS,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CAB. MUN. SAN PEDRO TLAQUEPAQUE,VIOLENCIA FAMILIAR,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RES. VILLAS FONTANA,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,MIRAVALLE,VIOLENCIA FAMILIAR,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,DE SANTIAGO,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,REAL TULIPANES ,HOMICIDIO DOLOSO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL TAPATIO,ROBO A INT DE VEHICULOS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FCO. I. MADERO,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO INDUSTRIAL,ROBO A INT DE VEHICULOS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS PUESTOS,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA COFRADIA,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA CAPACHA,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS HUERTAS,ROBO A NEGOCIO,5
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN MARTIN DE LAS FLORES DE ARRIBA,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,N.D.,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SANTA ANITA,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LORETO,ROBO CASA HABITACION,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,N.D.,ROBO A PERSONA,29
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,NUEVA SANTA MARIA,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,HDAS. DE SAN JOSE,ROBO A VEHICULOS PARTICULARES,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,BUENOS AIRES,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CRUCERO CENTRAL,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA SOLEDAD,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FCO. SILVA ROMERO,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CRUCERO CENTRAL,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ARTESANOS,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO INDUSTRIAL,ROBO A CARGA PESADA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,JARDS. DE SANTA MARIA,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,FOVISSSTE MIRAVALLE,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA DURAZNERA,VIOLENCIA FAMILIAR,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS LIEBRES,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,HDAS. DE SAN JOSE,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA DURAZNERA,ROBO A PERSONA,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA CAPACHA,HOMICIDIO DOLOSO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA MEZQUITERA,LESIONES DOLOSAS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO INDUSTRIAL,ROBO A VEHICULOS PARTICULARES,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,COLONIAL TLAQUEPAQUE,VIOLENCIA FAMILIAR,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,ALAMO INDUSTRIAL,ROBO DE AUTOPARTES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL MORITO,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN SEBASTIANITO,ROBO A INT DE VEHICULOS,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SAN PEDRITO,ROBO A VEHICULOS PARTICULARES,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS PINTAS,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CERRO EL GACHUPIN,ROBO A INT DE VEHICULOS,4
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PARQUES DE LA VICTORIA,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DEL TAPATIO,ROBO CASA HABITACION,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PASEOS DEL PRADO,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CAMICHINES,ROBO CASA HABITACION,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,HDA. DE TLAQUEPAQUE,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CRUCERO CENTRAL,ROBO A INT DE VEHICULOS,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,HDA. SAN PEDRO,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL TAPATIO,VIOLENCIA FAMILIAR,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,CERRO DEL JAGUEY,ROBO A INT DE VEHICULOS,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,EL TAPATIO,ROBO DE MOTOCICLETA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMA BONITA,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS FLORES,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,SOLIDARIDAD,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RES. LOS OLIVOS,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,RANCHO BLANCO,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LAS HUERTAS,ROBO A VEHICULOS PARTICULARES,3
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOMAS DE SAN PEDRITO,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LOS ALTOS,ROBO A VEHICULOS PARTICULARES,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,HIDALGO,ROBO A PERSONA,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,GUAYABITOS,HOMICIDIO DOLOSO,1
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,VALLE DE LA MISERICORDIA,ROBO A PERSONA,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,LA CAPACHA,ROBO A NEGOCIO,2
2017,8,Agosto,98,SAN PEDRO TLAQUEPAQUE,N.D.,PASEOS DEL LAGO,ROBO A PERSONA,1
