Año,Número_mes,Mes,Clave_Mun,Municipio,Localidad,Colonia,Delito,Cantidad
2016,1,Enero,1,ACATIC,N.D.,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,1,ACATIC,N.D.,N.D.,ROBO DE MOTOCICLETA,1
2016,1,Enero,2,ACATLAN DE JUAREZ,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,2,ACATLAN DE JUAREZ,N.D.,N.D.,ROBO A CARGA PESADA,1
2016,1,Enero,2,ACATLAN DE JUAREZ,N.D.,N.D.,VIOLENCIA FAMILIAR,2
2016,1,Enero,2,ACATLAN DE JUAREZ,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,2
2016,1,Enero,2,ACATLAN DE JUAREZ,CABECERA MUNICIPAL,CENTRO CAB. MUN.,LESIONES DOLOSAS,1
2016,1,Enero,3,AHUALULCO DE MERCADO,CABECERA MUNICIPAL,PROVIDENCIA,ROBO CASA HABITACION,1
2016,1,Enero,3,AHUALULCO DE MERCADO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A NEGOCIO,1
2016,1,Enero,3,AHUALULCO DE MERCADO,N.D.,AMERICO,ROBO A PERSONA,1
2016,1,Enero,3,AHUALULCO DE MERCADO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO DE MOTOCICLETA,1
2016,1,Enero,3,AHUALULCO DE MERCADO,SANTA CRUZ DE BARCENA,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,3,AHUALULCO DE MERCADO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,LESIONES DOLOSAS,3
2016,1,Enero,3,AHUALULCO DE MERCADO,SAN IGNACIO OJO DE AGUA,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,3,AHUALULCO DE MERCADO,LA MORA (LA MORITA),N.D.,LESIONES DOLOSAS,1
2016,1,Enero,3,AHUALULCO DE MERCADO,CABECERA MUNICIPAL,LOS AGUACATES,ROBO CASA HABITACION,1
2016,1,Enero,3,AHUALULCO DE MERCADO,SAN IGNACIO EMILIO PORTES GIL,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,3,AHUALULCO DE MERCADO,N.D.,N.D.,ROBO DE MOTOCICLETA,1
2016,1,Enero,3,AHUALULCO DE MERCADO,CABECERA MUNICIPAL,5 DE MAYO,VIOLENCIA FAMILIAR,1
2016,1,Enero,4,AMACUECA,CABECERA MUNICIPAL,SAN JUAN,VIOLENCIA FAMILIAR,1
2016,1,Enero,5,AMATITAN,CABECERA MUNICIPAL,AMATITAN,HOMICIDIO DOLOSO,1
2016,1,Enero,5,AMATITAN,N.D.,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,FERROCARRIL,ROBO DE MOTOCICLETA,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,LOMAS DE SAN JAVIER,ROBO CASA HABITACION,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,EL CARMEN,VIOLENCIA FAMILIAR,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO DE MOTOCICLETA,2
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,EL NOGAL,LESIONES DOLOSAS,1
2016,1,Enero,6,AMECA,LA VILLITA,N.D.,ROBO A PERSONA,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,OBRERA,VIOLENCIA FAMILIAR,1
2016,1,Enero,6,AMECA,LA VILLITA,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,6,AMECA,BUENOS AIRES,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,PROVIDENCIA,ROBO CASA HABITACION,1
2016,1,Enero,6,AMECA,N.D.,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,EL CARMEN,ROBO A INT DE VEHICULOS,1
2016,1,Enero,6,AMECA,CAIMANERO (EL QUELITE),N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,6,AMECA,LOS PILARES,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,6,AMECA,LA CORONILLA,N.D.,ROBO DE MOTOCICLETA,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,VIOLENCIA FAMILIAR,2
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,LESIONES DOLOSAS,1
2016,1,Enero,6,AMECA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A INT DE VEHICULOS,1
2016,1,Enero,6,AMECA,LOS POCITOS,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,7,SAN JUANITO DE ESCOBEDO,CABECERA MUNICIPAL,LAZARO CARDENAS,LESIONES DOLOSAS,1
2016,1,Enero,7,SAN JUANITO DE ESCOBEDO,EL TRAPICHE (TRAPICHI),N.D.,LESIONES DOLOSAS,1
2016,1,Enero,8,ARANDAS,N.D.,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,8,ARANDAS,SANTA BARBARA,N.D.,ROBO A VEHICULOS PARTICULARES,3
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,4
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,JARDS. DE LA GLORIETA,VIOLENCIA FAMILIAR,1
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,CENTRO CAB. MUN.,VIOLENCIA FAMILIAR,2
2016,1,Enero,8,ARANDAS,N.D.,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,1
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,LAGUNILLAS II,VIOLENCIA FAMILIAR,1
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A VEHICULOS PARTICULARES,2
2016,1,Enero,8,ARANDAS,N.D.,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,8,ARANDAS,LA TINAJA,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,8,ARANDAS,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A INT DE VEHICULOS,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,LA ALTAMIRA,VIOLENCIA FAMILIAR,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,NUEVO,VIOLENCIA FAMILIAR,1
2016,1,Enero,9,EL ARENAL,EL PORTEZUELO,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,12 DE OCTUBRE,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,BAJIO,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,12 DE OCTUBRE,LESIONES DOLOSAS,1
2016,1,Enero,9,EL ARENAL,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,12,ATENGUILLO,N.D.,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,13,ATOTONILCO EL ALTO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,1
2016,1,Enero,13,ATOTONILCO EL ALTO,OJO DE AGUA DE MORAN,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,13,ATOTONILCO EL ALTO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A NEGOCIO,2
2016,1,Enero,13,ATOTONILCO EL ALTO,N.D.,N.D.,LESIONES DOLOSAS,2
2016,1,Enero,13,ATOTONILCO EL ALTO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,COLINAS DEL SUR,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A NEGOCIO,3
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,LAS AMERICAS,ROBO A NEGOCIO,1
2016,1,Enero,15,AUTLAN DE NAVARRO,AYUTITA,N.D.,ROBO DE MOTOCICLETA,1
2016,1,Enero,15,AUTLAN DE NAVARRO,N.D.,N.D.,LESIONES DOLOSAS,3
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,2
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,EL CERRITO,ROBO CASA HABITACION,1
2016,1,Enero,15,AUTLAN DE NAVARRO,VOLANTIN,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,RES. EL PARAISO,ROBO CASA HABITACION,1
2016,1,Enero,15,AUTLAN DE NAVARRO,LA ALDABA,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,UNIVERSITARIOS,ROBO CASA HABITACION,2
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,ECHEVERRIA,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,1
2016,1,Enero,15,AUTLAN DE NAVARRO,N.D.,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,15,AUTLAN DE NAVARRO,N.D.,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,JAIME LLAMAS,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,COLONOS ALAMEDA,ROBO CASA HABITACION,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,VIOLENCIA FAMILIAR,2
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A INT DE VEHICULOS,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,LESIONES DOLOSAS,3
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO DE AUTOPARTES,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,EL TECOLOTE,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,N.D.,EL CHANTE,LESIONES DOLOSAS,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,COLONOS ALAMEDA,VIOLENCIA FAMILIAR,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,EJIDAL,LESIONES DOLOSAS,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,LAS AMERICAS,ROBO CASA HABITACION,2
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,CAMICHINES,ROBO CASA HABITACION,1
2016,1,Enero,15,AUTLAN DE NAVARRO,CABECERA MUNICIPAL,LA PRIMAVERA,ROBO CASA HABITACION,1
2016,1,Enero,16,AYOTLAN,CABECERA MUNICIPAL,LA CHARCA,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,16,AYOTLAN,BETANIA,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,16,AYOTLAN,EL MALUCO,N.D.,HOMICIDIO DOLOSO,1
2016,1,Enero,16,AYOTLAN,CABECERA MUNICIPAL,N.D.,ROBO A NEGOCIO,1
2016,1,Enero,17,AYUTLA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,VIOLENCIA FAMILIAR,1
2016,1,Enero,17,AYUTLA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A NEGOCIO,1
2016,1,Enero,17,AYUTLA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,1
2016,1,Enero,18,LA BARCA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,2
2016,1,Enero,18,LA BARCA,N.D.,N.D.,ROBO A CARGA PESADA,1
2016,1,Enero,18,LA BARCA,ZALAMEA,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,18,LA BARCA,CABECERA MUNICIPAL,JARDS. DEL SOL,ROBO A NEGOCIO,1
2016,1,Enero,18,LA BARCA,PORTEZUELO,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,18,LA BARCA,N.D.,N.D.,ROBO A NEGOCIO,1
2016,1,Enero,18,LA BARCA,CABECERA MUNICIPAL,CAB. MUN. LA BARCA,ROBO A PERSONA,1
2016,1,Enero,18,LA BARCA,CABECERA MUNICIPAL,SANTA CECILIA,VIOLENCIA FAMILIAR,1
2016,1,Enero,18,LA BARCA,CABECERA MUNICIPAL,SANTA LUCIA,HOMICIDIO DOLOSO,1
2016,1,Enero,19,BOLAÑOS,LA PLAYITA,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,19,BOLAÑOS,CABECERA MUNICIPAL,CAB. MUN. BOLAÑOS,LESIONES DOLOSAS,1
2016,1,Enero,20,CABO CORRIENTES,LLANO GRANDE DE IPALA,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,20,CABO CORRIENTES,PARAJES DE LAS PALOMAS,N.D.,HOMICIDIO DOLOSO,1
2016,1,Enero,20,CABO CORRIENTES,BARRIO POBRE,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,21,CASIMIRO CASTILLO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A INT DE VEHICULOS,1
2016,1,Enero,21,CASIMIRO CASTILLO,SAN JOSE DE LO ARADO,N.D.,VIOLENCIA FAMILIAR,1
2016,1,Enero,21,CASIMIRO CASTILLO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,2
2016,1,Enero,22,CIHUATLAN,FRACC. MUSEOS DEL MAR ,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,22,CIHUATLAN,PUERTO MELAQUE,N.D.,ROBO A PERSONA,1
2016,1,Enero,22,CIHUATLAN,EMILIANO ZAPATA,N.D.,ROBO A PERSONA,1
2016,1,Enero,22,CIHUATLAN,PUERTO MELAQUE,N.D.,ROBO DE MOTOCICLETA,1
2016,1,Enero,22,CIHUATLAN,PUERTO MELAQUE,N.D.,LESIONES DOLOSAS,2
2016,1,Enero,22,CIHUATLAN,JALUCO,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,22,CIHUATLAN,N.D.,MELAQUE,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,22,CIHUATLAN,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,HOMICIDIO DOLOSO,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,BUGAMBILIAS,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,EL FRESNITO (LA MESA),N.D.,ROBO CASA HABITACION,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A VEHICULOS PARTICULARES,11
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,ADOLFO LOPEZ MATEOS,ROBO DE MOTOCICLETA,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO DE MOTOCICLETA,5
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,EL TRIANGULO,VIOLENCIA FAMILIAR,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO DE AUTOPARTES,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,ROBO A PERSONA,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRAL DE ABASTOS,ROBO A INT DE VEHICULOS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,LOS BOMBEROS,LESIONES DOLOSAS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CONSTITUYENTES,ROBO A VEHICULOS PARTICULARES,2
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,LA PROVIDENCIA,ROBO A NEGOCIO,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,TEOCALLI,VIOLENCIA FAMILIAR,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,N.D.,ROBO A CARGA PESADA,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,TLAYOLAN,ROBO A NEGOCIO,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,HOMICIDIO DOLOSO,2
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,LA MORITA,ROBO DE MOTOCICLETA,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,ROBO A INT DE VEHICULOS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A INT DE VEHICULOS,2
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A NEGOCIO,5
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,LA CANTERA SAN JOSE,ROBO A INT DE VEHICULOS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,LA PROVIDENCIA,LESIONES DOLOSAS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,ROBO A NEGOCIO,2
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,LESIONES DOLOSAS,5
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,16 DE SEPTIEMBRE,LESIONES DOLOSAS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,LA PROVIDENCIA,ROBO CASA HABITACION,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,VIOLENCIA FAMILIAR,4
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,ARBOLEDAS,ROBO CASA HABITACION,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,ARBOLEDAS,VIOLENCIA FAMILIAR,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,3
2016,1,Enero,23,ZAPOTLAN EL GRANDE,EL FRESNITO (LA MESA),N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CONSTITUYENTES,VIOLENCIA FAMILIAR,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,LESIONES DOLOSAS,3
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRAL DE ABASTOS,ROBO A NEGOCIO,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,SANTA ROSA,LESIONES DOLOSAS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,SANTA ROSA,ROBO DE AUTOPARTES,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,MIGUEL HIDALGO,ROBO A NEGOCIO,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,EL PASTOR DE ARRIBA,ROBO CASA HABITACION,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CONSTITUYENTES,LESIONES DOLOSAS,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,ARBOLEDAS,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,N.D.,N.D.,ROBO A CARGA PESADA,2
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,SOLIDARIDAD,ROBO CASA HABITACION,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,5
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,EMILIANO ZAPATA,ROBO DE MOTOCICLETA,1
2016,1,Enero,23,ZAPOTLAN EL GRANDE,CABECERA MUNICIPAL,INQUILINOS GUZMANENSES,LESIONES DOLOSAS,1
2016,1,Enero,24,COCULA,CABECERA MUNICIPAL,LA CRUZ,ROBO DE MOTOCICLETA,1
2016,1,Enero,24,COCULA,CABECERA MUNICIPAL,LA ASCENCION,ROBO CASA HABITACION,2
2016,1,Enero,24,COCULA,TATEPOSCO,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,24,COCULA,CABECERA MUNICIPAL,LA ASCENCION,LESIONES DOLOSAS,1
2016,1,Enero,24,COCULA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,1
2016,1,Enero,24,COCULA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,1
2016,1,Enero,24,COCULA,N.D.,N.D.,ROBO A NEGOCIO,1
2016,1,Enero,24,COCULA,POTRERO DEL AGUILOTE,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,25,COLOTLAN,TULIMIC DEL ROSARIO,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,25,COLOTLAN,LAS GOLNDRINAS,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,25,COLOTLAN,CABECERA MUNICIPAL,LOMAS DE ORIENTE,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,25,COLOTLAN,CABECERA MUNICIPAL,LOMAS DE LA CRUZ,ROBO CASA HABITACION,2
2016,1,Enero,26,CONCEPCION DE BUENOS AIRES,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A VEHICULOS PARTICULARES,3
2016,1,Enero,27,CUAUTITLAN DE GARCIA BARRAGAN,EL VIGIA (LA VIGIA),N.D.,LESIONES DOLOSAS,1
2016,1,Enero,27,CUAUTITLAN DE GARCIA BARRAGAN,PASO REAL,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,LAS REDES,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,30,CHAPALA,RIBERA DEL PILAR,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,CHAPALA HACIENDAS,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,N.D.,LA ESTACION,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,LOURDES,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A NEGOCIO,2
2016,1,Enero,30,CHAPALA,ATOTONILQUILLO,N.D.,ROBO A NEGOCIO,1
2016,1,Enero,30,CHAPALA,ATOTONILQUILLO,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,30,CHAPALA,N.D.,FRACC. CHAPALA HDAS.,ROBO CASA HABITACION,1
2016,1,Enero,30,CHAPALA,SAN ANTONIO TLAYACAPAN,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,SAN NICOLAS DE IBARRA,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,AJIJIC,N.D.,LESIONES DOLOSAS,1
2016,1,Enero,30,CHAPALA,RIBERA DEL PILAR,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,SANTA MARIA,ROBO A CUENTAHABIENTES,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO A PERSONA,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,TEPEHUA,ROBO A PERSONA,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,GASTRONOMICA,ROBO CASA HABITACION,1
2016,1,Enero,30,CHAPALA,CABECERA MUNICIPAL,LOURDES,ROBO A NEGOCIO,1
2016,1,Enero,32,CHIQUILISTLAN,JALPA,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,33,DEGOLLADO,CABECERA MUNICIPAL,CENTRO CAB. MUN.,ROBO CASA HABITACION,1
2016,1,Enero,33,DEGOLLADO,N.D.,N.D.,ROBO A NEGOCIO,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,LIBERTAD,VIOLENCIA FAMILIAR,1
2016,1,Enero,35,ENCARNACION DE DIAZ,N.D.,N.D.,ROBO CASA HABITACION,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,ALTO,VIOLENCIA FAMILIAR,1
2016,1,Enero,35,ENCARNACION DE DIAZ,LOS ORGANITOS,N.D.,HOMICIDIO DOLOSO,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,CONSTITUCION,VIOLENCIA FAMILIAR,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,EJIDAL,LESIONES DOLOSAS,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,ALTA VISTA,LESIONES DOLOSAS,1
2016,1,Enero,35,ENCARNACION DE DIAZ,BAJIO DE SAN JOSE,N.D.,ROBO A PERSONA,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,MEXICO,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,35,ENCARNACION DE DIAZ,CABECERA MUNICIPAL,EL REFUGIO,VIOLENCIA FAMILIAR,1
2016,1,Enero,35,ENCARNACION DE DIAZ,N.D.,N.D.,ROBO A VEHICULOS PARTICULARES,2
2016,1,Enero,36,ETZATLAN,CABECERA MUNICIPAL,EL PUENTE,ROBO CASA HABITACION,1
2016,1,Enero,36,ETZATLAN,CABECERA MUNICIPAL,N.D.,ROBO A VEHICULOS PARTICULARES,1
2016,1,Enero,36,ETZATLAN,N.D.,COLONOS,LESIONES DOLOSAS,1
2016,1,Enero,36,ETZATLAN,CABECERA MUNICIPAL,CENTRO CAB. MUN.,VIOLENCIA FAMILIAR,1
